id,loanAmnt,term,interestRate,installment,grade,subGrade,employmentTitle,employmentLength,homeOwnership,annualIncome,verificationStatus,issueDate,purpose,postCode,regionCode,dti,delinquency_2years,ficoRangeLow,ficoRangeHigh,openAcc,pubRec,pubRecBankruptcies,revolBal,revolUtil,totalAcc,initialListStatus,applicationType,earliesCreditLine,title,policyCode,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14
800530,30000.0,3,9.17,956.37,B,B2,1086.0,< 1 year,1,125000.0,2,2015-05-01,0,246.0,36,11.54,1.0,685.0,689.0,6.0,0.0,0.0,2109.0,63.9,11.0,1,0,Feb-2005,0.0,1.0,0.0,1.0,2.0,2.0,1.0,4.0,1.0,3.0,7.0,2.0,6.0,0.0,0.0,0.0,0.0
800531,8800.0,3,14.99,305.02,C,C4,249899.0,2 years,1,75000.0,0,2017-03-01,0,242.0,8,11.12,0.0,685.0,689.0,11.0,1.0,1.0,10626.0,39.0,21.0,0,0,Apr-1997,0.0,1.0,0.0,3.0,9.0,9.0,4.0,4.0,5.0,9.0,15.0,5.0,11.0,,0.0,0.0,4.0
800532,24925.0,3,14.09,852.97,B,B5,314897.0,10+ years,0,56000.0,2,2013-02-01,0,47.0,17,31.8,0.0,695.0,699.0,13.0,0.0,0.0,22736.0,75.5,50.0,1,0,May-1971,0.0,1.0,0.0,5.0,6.0,6.0,7.0,14.0,25.0,9.0,22.0,6.0,13.0,0.0,0.0,0.0,1.0
800533,2500.0,3,10.42,81.17,B,B3,365723.0,10+ years,0,130000.0,1,2017-11-01,5,73.0,23,21.66,0.0,710.0,714.0,35.0,0.0,0.0,15276.0,47.4,60.0,0,0,Apr-1999,6.0,1.0,0.0,5.0,7.0,7.0,6.0,7.0,38.0,15.0,20.0,7.0,35.0,0.0,0.0,0.0,0.0
800534,25000.0,5,21.98,690.19,E,E4,322379.0,8 years,0,75000.0,2,2013-01-01,4,263.0,0,17.02,0.0,675.0,679.0,15.0,1.0,1.0,19608.0,46.6,18.0,1,0,Feb-1999,49504.0,1.0,0.0,4.0,9.0,9.0,6.0,7.0,1.0,13.0,16.0,9.0,15.0,0.0,0.0,0.0,3.0
800535,7000.0,3,13.59,237.86,C,C2,307.0,6 years,2,47500.0,0,2018-02-01,0,386.0,19,11.57,0.0,680.0,684.0,4.0,0.0,0.0,610.0,24.4,5.0,0,0,Jun-2005,0.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0
800536,18000.0,5,20.99,486.86,E,E5,152.0,10+ years,1,71000.0,1,2015-11-01,0,715.0,13,17.55,0.0,660.0,664.0,21.0,1.0,1.0,9326.0,55.8,45.0,1,0,Oct-2000,0.0,1.0,0.0,5.0,10.0,10.0,5.0,11.0,17.0,18.0,28.0,10.0,21.0,0.0,0.0,0.0,6.0
800537,5000.0,3,7.89,156.43,A,A5,54.0,,1,22000.0,2,2015-11-01,0,209.0,21,27.71,0.0,710.0,714.0,9.0,1.0,1.0,3738.0,39.3,21.0,0,0,Oct-1998,0.0,1.0,0.0,1.0,4.0,4.0,1.0,5.0,5.0,8.0,16.0,4.0,9.0,0.0,0.0,0.0,3.0
800538,25000.0,3,13.58,849.35,C,C2,20.0,7 years,2,80000.0,1,2018-03-01,0,188.0,23,17.9,0.0,690.0,694.0,7.0,1.0,1.0,19762.0,51.6,18.0,0,0,Oct-2004,0.0,1.0,0.0,4.0,4.0,4.0,4.0,4.0,12.0,5.0,6.0,4.0,7.0,0.0,0.0,0.0,4.0
800539,25000.0,3,6.49,766.12,A,A2,108384.0,9 years,0,95000.0,1,2014-10-01,4,359.0,43,19.32,1.0,745.0,749.0,16.0,0.0,0.0,21795.0,25.1,29.0,1,0,Aug-1992,4.0,1.0,0.0,3.0,3.0,3.0,6.0,11.0,6.0,12.0,21.0,3.0,16.0,0.0,0.0,0.0,3.0
800540,10000.0,3,15.59,349.55,D,D1,1917.0,2 years,1,42000.0,0,2015-01-01,0,720.0,0,14.43,0.0,660.0,664.0,15.0,0.0,0.0,10054.0,36.0,21.0,1,0,Oct-2007,0.0,1.0,0.0,3.0,9.0,9.0,5.0,7.0,1.0,14.0,19.0,9.0,15.0,0.0,0.0,0.0,4.0
800541,9600.0,3,11.53,316.71,B,B5,32.0,10+ years,1,26000.0,1,2015-05-01,4,31.0,2,13.48,0.0,660.0,664.0,4.0,0.0,0.0,3016.0,94.2,4.0,0,0,Jan-2000,4.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0
800542,28000.0,5,18.2,714.07,E,E1,25000.0,3 years,0,170000.0,0,2015-11-01,0,750.0,2,23.22,0.0,700.0,704.0,17.0,0.0,0.0,50059.0,61.4,42.0,1,0,Dec-1995,0.0,1.0,0.0,3.0,4.0,4.0,7.0,9.0,13.0,13.0,22.0,4.0,17.0,0.0,0.0,0.0,2.0
800543,12000.0,5,19.99,317.86,D,D4,307.0,1 year,0,72000.0,1,2017-02-01,1,512.0,21,13.28,0.0,675.0,679.0,7.0,0.0,0.0,8049.0,74.0,9.0,1,0,Oct-1999,1.0,1.0,0.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,7.0,,0.0,0.0,3.0
800544,24000.0,5,13.99,558.32,C,C3,17539.0,5 years,0,64000.0,0,2016-10-01,4,529.0,23,25.07,0.0,670.0,674.0,11.0,1.0,0.0,9205.0,52.3,20.0,0,1,Mar-2005,4.0,1.0,2.0,3.0,3.0,3.0,4.0,6.0,8.0,5.0,10.0,3.0,11.0,0.0,0.0,0.0,3.0
800545,35000.0,5,24.08,1008.51,F,F2,282224.0,10+ years,0,97000.0,2,2013-08-01,0,400.0,17,18.29,1.0,670.0,674.0,24.0,0.0,0.0,33020.0,70.4,38.0,0,0,Aug-1987,38.0,1.0,0.0,9.0,15.0,15.0,9.0,14.0,5.0,21.0,31.0,15.0,24.0,0.0,0.0,0.0,4.0
800546,3000.0,3,13.49,101.8,C,C2,54.0,,1,42000.0,0,2017-03-01,3,471.0,42,15.97,0.0,670.0,674.0,8.0,1.0,1.0,5746.0,50.0,17.0,0,0,Sep-1971,3.0,1.0,0.0,3.0,3.0,3.0,3.0,7.0,7.0,6.0,9.0,3.0,6.0,0.0,0.0,0.0,3.0
800547,15000.0,5,13.99,348.95,C,C3,362373.0,10+ years,1,45000.0,1,2016-07-01,0,549.0,8,10.56,0.0,680.0,684.0,8.0,0.0,0.0,3663.0,28.2,15.0,0,0,Feb-2005,0.0,1.0,0.0,3.0,4.0,4.0,4.0,5.0,2.0,7.0,10.0,4.0,8.0,0.0,0.0,0.0,5.0
800548,8000.0,3,11.99,265.68,B,B5,106270.0,10+ years,0,90000.0,0,2015-01-01,4,197.0,4,33.16,0.0,700.0,704.0,14.0,0.0,0.0,42944.0,90.8,25.0,1,0,Aug-1983,4.0,1.0,0.0,6.0,8.0,8.0,8.0,9.0,6.0,10.0,17.0,8.0,14.0,0.0,0.0,0.0,2.0
800549,35000.0,3,7.39,1086.96,A,A4,695.0,10+ years,0,150000.0,1,2016-03-01,4,515.0,47,8.39,0.0,700.0,704.0,16.0,0.0,0.0,46325.0,30.2,35.0,0,0,Mar-1987,4.0,1.0,0.0,4.0,4.0,4.0,10.0,15.0,2.0,14.0,26.0,4.0,16.0,0.0,0.0,0.0,1.0
800550,4000.0,3,12.62,134.05,C,C1,117347.0,8 years,0,70000.0,1,2017-08-01,9,45.0,21,6.89,0.0,695.0,699.0,6.0,0.0,0.0,38.0,1.6,42.0,0,0,Oct-2005,10.0,1.0,9.0,1.0,1.0,1.0,2.0,3.0,36.0,2.0,3.0,1.0,6.0,0.0,0.0,0.0,3.0
800551,3600.0,3,16.99,128.34,D,D3,32.0,4 years,1,90000.0,0,2014-10-01,10,680.0,16,12.55,0.0,710.0,714.0,12.0,0.0,0.0,4264.0,19.6,31.0,1,0,Aug-2002,11.0,1.0,0.0,3.0,3.0,3.0,5.0,8.0,15.0,10.0,16.0,3.0,12.0,0.0,0.0,0.0,6.0
800552,20000.0,5,23.28,567.04,F,F2,218825.0,10+ years,0,119000.0,2,2012-09-01,0,401.0,24,15.9,0.0,660.0,664.0,18.0,0.0,0.0,34886.0,76.3,37.0,1,0,Dec-1995,54031.0,1.0,0.0,8.0,11.0,11.0,9.0,14.0,9.0,14.0,23.0,11.0,18.0,0.0,0.0,0.0,4.0
800553,20000.0,3,11.99,664.2,B,B5,132.0,7 years,0,100000.0,1,2014-11-01,0,347.0,14,29.01,0.0,705.0,709.0,20.0,0.0,0.0,16186.0,52.0,48.0,0,0,Oct-1988,0.0,1.0,0.0,6.0,12.0,12.0,6.0,18.0,10.0,14.0,37.0,12.0,20.0,0.0,0.0,0.0,4.0
800554,16000.0,5,12.69,361.52,C,C2,29.0,10+ years,1,60503.78,1,2015-07-01,0,477.0,7,19.04,0.0,700.0,704.0,8.0,0.0,0.0,10621.0,49.6,21.0,0,0,Apr-2001,0.0,1.0,2.0,3.0,6.0,6.0,3.0,9.0,7.0,6.0,14.0,6.0,8.0,0.0,0.0,0.0,1.0
800555,14875.0,3,21.97,567.86,E,E4,11304.0,< 1 year,2,40000.0,0,2016-02-01,0,116.0,14,21.0,1.0,675.0,679.0,9.0,0.0,0.0,4606.0,92.0,15.0,1,0,May-2008,0.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,11.0,2.0,4.0,2.0,9.0,,0.0,0.0,1.0
800556,5000.0,3,10.99,163.67,B,B4,10180.0,1 year,1,40000.0,1,2016-07-01,3,104.0,23,1.02,1.0,665.0,669.0,5.0,0.0,0.0,1900.0,27.5,6.0,0,0,Oct-2007,3.0,1.0,0.0,1.0,2.0,2.0,2.0,3.0,0.0,5.0,6.0,2.0,5.0,0.0,0.0,0.0,2.0
800557,12175.0,3,14.65,419.97,C,C2,285404.0,< 1 year,1,68000.0,1,2012-06-01,0,51.0,13,8.14,1.0,670.0,674.0,7.0,0.0,0.0,2863.0,47.4,13.0,1,0,Dec-1998,0.0,1.0,,,,,2.0,,,,,,7.0,,,,
800558,7000.0,3,5.32,210.81,A,A1,40698.0,3 years,2,40000.0,1,2016-03-01,8,480.0,8,12.73,1.0,705.0,709.0,9.0,0.0,0.0,8399.0,18.6,30.0,0,0,Apr-1992,9.0,1.0,2.0,4.0,4.0,4.0,6.0,15.0,1.0,8.0,25.0,4.0,9.0,0.0,0.0,1.0,1.0
800559,6925.0,3,12.29,230.97,C,C1,32.0,10+ years,0,87000.0,0,2015-02-01,0,213.0,3,32.1,0.0,715.0,719.0,11.0,1.0,0.0,116321.0,62.6,24.0,0,0,Mar-1996,0.0,1.0,0.0,1.0,3.0,3.0,1.0,4.0,12.0,6.0,10.0,3.0,11.0,0.0,0.0,0.0,1.0
800560,12000.0,3,5.32,361.38,A,A1,535.0,< 1 year,2,65000.0,0,2016-02-01,0,37.0,23,14.33,0.0,800.0,804.0,10.0,0.0,0.0,4643.0,9.8,29.0,0,0,May-1994,0.0,1.0,0.0,4.0,4.0,4.0,5.0,11.0,8.0,6.0,15.0,4.0,10.0,0.0,0.0,0.0,1.0
800561,12000.0,3,20.31,447.87,D,D5,273565.0,3 years,0,180000.0,2,2013-08-01,0,238.0,22,8.9,0.0,665.0,669.0,10.0,1.0,0.0,8540.0,84.6,17.0,1,0,Sep-2000,580.0,1.0,2.0,2.0,7.0,7.0,2.0,2.0,6.0,7.0,9.0,7.0,10.0,0.0,0.0,0.0,3.0
800562,13000.0,5,13.98,302.36,C,C3,81.0,8 years,0,40000.0,0,2014-07-01,4,45.0,21,14.27,0.0,675.0,679.0,8.0,0.0,0.0,12550.0,50.4,10.0,0,0,Dec-2004,4.0,1.0,1.0,4.0,5.0,5.0,4.0,5.0,2.0,6.0,7.0,5.0,8.0,0.0,0.0,0.0,1.0
800563,7000.0,3,9.49,224.2,B,B2,106802.0,10+ years,1,59000.0,1,2015-01-01,2,14.0,11,10.9,0.0,665.0,669.0,7.0,2.0,1.0,4237.0,58.8,19.0,1,0,Nov-1985,5.0,1.0,1.0,3.0,5.0,5.0,4.0,10.0,3.0,6.0,16.0,5.0,7.0,0.0,0.0,0.0,2.0
800564,20400.0,5,13.35,467.83,C,C2,2603.0,2 years,2,45000.0,1,2014-10-01,0,167.0,8,8.43,1.0,680.0,684.0,13.0,0.0,0.0,11936.0,39.5,27.0,0,0,Jun-2001,0.0,1.0,4.0,6.0,8.0,8.0,8.0,12.0,4.0,13.0,20.0,8.0,13.0,0.0,0.0,0.0,2.0
800565,21000.0,5,15.61,506.34,D,D1,129.0,3 years,1,50200.0,1,2015-06-01,4,523.0,13,23.26,0.0,660.0,664.0,9.0,2.0,1.0,9628.0,93.5,28.0,0,0,Apr-1996,4.0,1.0,0.0,2.0,5.0,5.0,2.0,5.0,18.0,5.0,8.0,5.0,9.0,0.0,0.0,0.0,3.0
800566,29900.0,3,23.43,1164.14,F,F1,153.0,6 years,0,120000.0,2,2014-03-01,1,14.0,11,25.96,0.0,665.0,669.0,14.0,0.0,0.0,35390.0,55.9,36.0,1,0,Oct-2001,1.0,1.0,0.0,6.0,8.0,8.0,6.0,13.0,14.0,8.0,18.0,8.0,14.0,0.0,0.0,0.0,3.0
800567,18600.0,5,8.39,380.63,A,A5,5895.0,6 years,0,48000.0,2,2014-10-01,0,7.0,0,15.95,0.0,695.0,699.0,13.0,0.0,0.0,13849.0,48.8,26.0,0,0,Mar-2004,0.0,1.0,0.0,2.0,3.0,3.0,7.0,8.0,8.0,11.0,17.0,3.0,13.0,0.0,0.0,0.0,0.0
800568,25000.0,5,14.08,582.75,C,C3,106.0,10+ years,0,92000.0,0,2017-08-01,4,43.0,19,26.22,0.0,750.0,754.0,13.0,0.0,0.0,14140.0,30.3,18.0,0,1,Feb-1998,4.0,1.0,0.0,4.0,6.0,6.0,4.0,4.0,6.0,8.0,9.0,6.0,13.0,0.0,0.0,0.0,3.0
800569,2100.0,3,13.35,71.12,C,C2,5625.0,< 1 year,0,23000.0,0,2014-10-01,0,104.0,23,14.82,1.0,685.0,689.0,6.0,1.0,1.0,4386.0,43.9,10.0,0,0,May-2006,0.0,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,8.0,5.0,6.0,0.0,0.0,0.0,2.0
800570,25800.0,3,19.03,946.12,D,D3,120773.0,10+ years,1,83200.0,2,2017-08-01,0,110.0,13,26.36,1.0,665.0,669.0,20.0,0.0,0.0,36111.0,54.4,36.0,0,0,Jul-1999,0.0,1.0,0.0,5.0,10.0,10.0,6.0,13.0,6.0,19.0,30.0,10.0,20.0,0.0,0.0,0.0,2.0
800571,8000.0,3,14.46,275.22,C,C4,1821.0,10+ years,0,85000.0,2,2016-03-01,5,248.0,11,15.24,0.0,670.0,674.0,17.0,2.0,0.0,7161.0,13.4,36.0,0,0,Jun-2007,6.0,1.0,2.0,1.0,3.0,3.0,5.0,7.0,15.0,14.0,18.0,3.0,17.0,0.0,0.0,0.0,8.0
800572,24000.0,5,13.67,554.35,C,C4,21120.0,5 years,0,61000.0,0,2015-11-01,0,131.0,6,25.04,0.0,700.0,704.0,11.0,0.0,0.0,17425.0,75.8,17.0,0,0,Aug-2005,0.0,1.0,0.0,2.0,4.0,4.0,2.0,2.0,8.0,5.0,7.0,4.0,11.0,0.0,0.0,0.0,0.0
800573,25000.0,3,12.62,837.79,C,C1,366383.0,10+ years,0,68000.0,2,2017-11-01,2,4.0,3,3.69,0.0,670.0,674.0,5.0,1.0,1.0,7789.0,46.9,15.0,1,0,Sep-1992,5.0,1.0,0.0,2.0,3.0,3.0,3.0,4.0,1.0,4.0,12.0,3.0,5.0,0.0,0.0,0.0,2.0
800574,1600.0,3,11.53,52.79,B,B5,2174.0,4 years,0,70000.0,1,2015-10-01,2,80.0,21,2.19,0.0,740.0,744.0,2.0,0.0,0.0,159.0,53.0,10.0,0,0,Oct-1998,5.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,9.0,1.0,2.0,0.0,0.0,0.0,1.0
800575,22400.0,3,12.69,751.41,C,C2,941.0,10+ years,0,168000.0,1,2015-03-01,0,156.0,18,16.81,1.0,695.0,699.0,20.0,0.0,0.0,27398.0,44.1,45.0,1,0,Mar-2005,0.0,1.0,0.0,8.0,11.0,11.0,9.0,17.0,14.0,16.0,27.0,11.0,20.0,0.0,0.0,0.0,6.0
800576,15000.0,3,15.61,524.48,D,D1,279.0,1 year,1,34000.0,2,2015-06-01,0,48.0,10,33.81,0.0,660.0,664.0,14.0,0.0,0.0,18312.0,67.3,17.0,1,0,Apr-2003,0.0,1.0,0.0,8.0,10.0,10.0,9.0,10.0,1.0,13.0,16.0,10.0,14.0,0.0,0.0,0.0,3.0
800577,15000.0,3,12.85,504.33,B,B4,9576.0,3 years,0,62000.0,2,2014-01-01,5,66.0,14,20.69,0.0,670.0,674.0,13.0,0.0,0.0,9765.0,74.0,24.0,0,0,Jan-2004,6.0,1.0,0.0,1.0,5.0,5.0,2.0,7.0,8.0,6.0,15.0,5.0,13.0,0.0,0.0,0.0,1.0
800578,8800.0,3,7.24,272.69,A,A3,146782.0,9 years,1,62000.0,0,2017-04-01,4,271.0,35,10.12,0.0,745.0,749.0,13.0,0.0,0.0,11423.0,14.1,30.0,0,0,Jul-2003,4.0,1.0,0.0,2.0,2.0,2.0,7.0,11.0,11.0,12.0,19.0,2.0,13.0,0.0,0.0,0.0,4.0
800579,20000.0,3,7.9,625.81,A,A4,299234.0,6 years,0,65000.0,2,2013-05-01,0,32.0,21,8.95,0.0,715.0,719.0,9.0,0.0,0.0,27493.0,36.7,19.0,1,0,Jul-1999,544.0,1.0,0.0,6.0,6.0,6.0,8.0,13.0,2.0,9.0,17.0,6.0,9.0,0.0,0.0,0.0,1.0
800580,16800.0,5,14.3,393.53,C,C1,261084.0,10+ years,0,55000.0,1,2013-11-01,4,63.0,14,30.55,0.0,695.0,699.0,11.0,0.0,0.0,20141.0,75.4,22.0,0,0,Jul-1999,27167.0,1.0,0.0,5.0,7.0,7.0,5.0,6.0,8.0,8.0,10.0,7.0,11.0,0.0,0.0,0.0,2.0
800581,25000.0,5,23.28,708.79,F,F2,295074.0,6 years,0,60000.0,2,2013-06-01,0,112.0,23,16.93,0.0,690.0,694.0,21.0,0.0,0.0,18352.0,41.5,53.0,0,0,Jan-2002,38.0,1.0,0.0,5.0,10.0,10.0,7.0,12.0,32.0,14.0,20.0,10.0,21.0,0.0,0.0,0.0,6.0
800582,15000.0,3,6.62,460.56,A,A2,221276.0,1 year,0,36000.0,1,2011-11-01,11,111.0,8,2.8,0.0,780.0,784.0,9.0,0.0,0.0,4150.0,11.8,13.0,1,0,Mar-2002,3149.0,1.0,,,,,,,,,,,,,,,
800583,16000.0,3,13.99,546.77,C,C4,13002.0,1 year,1,61000.0,1,2015-04-01,0,14.0,11,20.78,0.0,685.0,689.0,23.0,0.0,0.0,18631.0,31.5,28.0,0,0,May-2004,0.0,1.0,0.0,6.0,8.0,8.0,9.0,9.0,13.0,12.0,15.0,8.0,23.0,0.0,0.0,0.0,9.0
800584,12000.0,3,8.39,378.2,B,B1,38.0,2 years,1,62000.0,0,2016-06-01,4,10.0,8,20.11,0.0,720.0,724.0,14.0,1.0,1.0,13004.0,27.8,23.0,0,0,Jan-1996,4.0,1.0,0.0,3.0,5.0,5.0,4.0,7.0,6.0,12.0,16.0,5.0,14.0,0.0,0.0,0.0,3.0
800585,29175.0,5,19.72,768.43,D,D5,340528.0,7 years,0,74000.0,1,2012-07-01,0,112.0,23,20.92,0.0,710.0,714.0,14.0,0.0,0.0,20417.0,82.3,25.0,1,0,Apr-1999,0.0,1.0,,,,,5.0,,,,,,14.0,,,,
800586,6000.0,3,8.39,189.1,B,B1,7059.0,9 years,1,50000.0,1,2016-03-01,4,25.0,13,18.46,0.0,685.0,689.0,11.0,0.0,0.0,20731.0,59.3,32.0,0,0,Mar-1997,2.0,1.0,3.0,5.0,6.0,6.0,7.0,20.0,5.0,10.0,27.0,6.0,11.0,0.0,0.0,0.0,4.0
800587,10000.0,3,9.49,320.29,B,B2,3727.0,< 1 year,0,85000.0,0,2014-11-01,3,441.0,9,22.39,1.0,675.0,679.0,16.0,0.0,0.0,22024.0,85.0,40.0,1,0,Jul-1999,3.0,1.0,7.0,3.0,5.0,5.0,3.0,10.0,14.0,8.0,23.0,5.0,16.0,0.0,0.0,0.0,2.0
800588,22875.0,3,13.33,774.4,C,C3,8335.0,10+ years,0,52000.0,1,2015-07-01,4,313.0,43,17.74,0.0,660.0,664.0,10.0,0.0,0.0,11798.0,53.4,16.0,1,0,Dec-1983,4.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,3.0,9.0,10.0,5.0,10.0,0.0,0.0,0.0,0.0
800589,12500.0,3,14.33,429.23,C,C1,265924.0,5 years,0,80600.0,2,2013-06-01,0,157.0,8,13.31,0.0,695.0,699.0,14.0,1.0,1.0,8822.0,63.5,33.0,1,0,May-1999,0.0,1.0,0.0,5.0,7.0,7.0,6.0,8.0,18.0,11.0,15.0,7.0,14.0,0.0,0.0,0.0,1.0
800590,12000.0,3,15.99,421.83,C,C5,87178.0,7 years,1,48000.0,2,2016-11-01,4,261.0,8,10.58,0.0,675.0,679.0,7.0,0.0,0.0,8451.0,53.2,7.0,0,0,Aug-2008,4.0,1.0,0.0,2.0,4.0,4.0,3.0,3.0,1.0,6.0,6.0,4.0,7.0,0.0,0.0,0.0,3.0
800591,14400.0,5,19.03,373.79,E,E2,219229.0,6 years,0,160000.0,1,2011-10-01,0,65.0,19,10.88,0.0,670.0,674.0,15.0,0.0,0.0,38075.0,76.3,37.0,1,0,Mar-1999,4274.0,1.0,,,,,,,,,,,,,,,
800592,10775.0,3,7.49,335.13,A,A4,9821.0,8 years,0,39000.0,0,2017-02-01,8,14.0,11,12.95,0.0,795.0,799.0,11.0,0.0,0.0,5248.0,16.0,12.0,0,0,Jun-1997,9.0,1.0,0.0,2.0,2.0,2.0,6.0,6.0,2.0,9.0,9.0,2.0,11.0,0.0,0.0,0.0,1.0
800593,20000.0,5,10.75,432.36,B,B4,135448.0,3 years,2,75000.0,0,2016-04-01,0,19.0,14,23.38,0.0,715.0,719.0,15.0,0.0,0.0,25894.0,47.2,40.0,1,0,Jun-1966,0.0,1.0,0.0,5.0,5.0,5.0,9.0,16.0,15.0,12.0,23.0,5.0,15.0,0.0,0.0,0.0,5.0
800594,15000.0,3,10.15,485.07,B,B2,4587.0,9 years,0,72000.0,1,2014-07-01,0,388.0,3,22.91,0.0,690.0,694.0,8.0,0.0,0.0,18815.0,87.5,28.0,1,0,Feb-1995,0.0,1.0,0.0,4.0,4.0,4.0,5.0,14.0,8.0,5.0,19.0,5.0,8.0,0.0,0.0,0.0,1.0
800595,25000.0,5,16.29,611.82,D,D2,4163.0,10+ years,0,75000.0,1,2014-10-01,0,19.0,14,35.6,0.0,735.0,739.0,9.0,0.0,0.0,18024.0,75.4,26.0,0,0,Dec-1999,0.0,1.0,0.0,3.0,3.0,3.0,3.0,11.0,7.0,5.0,17.0,3.0,9.0,0.0,0.0,0.0,1.0
800596,3000.0,3,11.22,98.53,B,B5,11907.0,10+ years,0,60000.0,2,2015-12-01,2,138.0,0,14.66,0.0,715.0,719.0,7.0,0.0,0.0,17303.0,59.9,14.0,0,0,Dec-2001,5.0,1.0,0.0,1.0,4.0,4.0,1.0,2.0,3.0,5.0,7.0,4.0,7.0,0.0,0.0,0.0,1.0
800597,6000.0,3,14.65,206.97,C,C5,54.0,,0,26000.0,2,2015-03-01,0,399.0,37,31.49,0.0,695.0,699.0,11.0,1.0,0.0,3498.0,37.2,27.0,0,0,Nov-2002,0.0,1.0,0.0,3.0,5.0,5.0,3.0,9.0,7.0,7.0,17.0,5.0,11.0,0.0,0.0,0.0,2.0
800598,8000.0,3,15.99,281.22,C,C5,33524.0,10+ years,0,72000.0,1,2016-10-01,1,29.0,19,15.73,0.0,670.0,674.0,8.0,2.0,0.0,1409.0,19.3,10.0,0,0,Feb-2011,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,5.0,6.0,2.0,8.0,0.0,0.0,0.0,2.0
800599,3700.0,3,18.99,135.61,D,D4,1562.0,1 year,1,22500.0,1,2016-05-01,0,342.0,21,28.16,1.0,690.0,694.0,10.0,0.0,0.0,256.0,3.2,24.0,0,0,Jul-1994,0.0,1.0,3.0,4.0,4.0,4.0,6.0,7.0,9.0,9.0,14.0,4.0,10.0,0.0,0.0,1.0,6.0
800600,35000.0,5,15.99,850.95,C,C5,252722.0,3 years,2,120000.0,1,2017-01-01,0,380.0,26,5.25,1.0,675.0,679.0,5.0,0.0,0.0,3876.0,60.6,10.0,0,0,Mar-1999,0.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,6.0,3.0,5.0,0.0,0.0,0.0,2.0
800601,32625.0,5,19.52,855.68,E,E2,20953.0,8 years,0,130000.0,2,2014-08-01,0,336.0,44,17.52,1.0,660.0,664.0,13.0,1.0,0.0,13665.0,42.0,30.0,0,0,Sep-2002,0.0,1.0,0.0,4.0,4.0,4.0,5.0,5.0,14.0,8.0,12.0,4.0,13.0,0.0,0.0,0.0,1.0
800602,5600.0,3,13.67,190.5,C,C3,8480.0,10+ years,1,59859.0,2,2016-02-01,3,551.0,13,26.94,1.0,680.0,684.0,15.0,0.0,0.0,8862.0,33.7,24.0,0,0,Dec-2004,3.0,1.0,1.0,6.0,9.0,9.0,7.0,8.0,7.0,12.0,16.0,9.0,15.0,0.0,0.0,1.0,7.0
800603,35000.0,5,15.61,843.9,D,D1,83465.0,10+ years,0,110000.0,2,2015-04-01,4,395.0,44,24.05,5.0,665.0,669.0,12.0,0.0,0.0,34170.0,73.2,26.0,0,0,Nov-1993,4.0,1.0,0.0,5.0,7.0,7.0,6.0,8.0,4.0,9.0,18.0,7.0,12.0,0.0,0.0,0.0,2.0
800604,3000.0,3,12.79,100.78,C,C1,165602.0,10+ years,1,113650.0,2,2016-07-01,0,222.0,12,8.0,0.0,680.0,684.0,5.0,0.0,0.0,9129.0,83.0,17.0,1,0,Jan-2005,0.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,7.0,3.0,7.0,2.0,5.0,0.0,0.0,0.0,1.0
800605,30000.0,5,20.2,798.16,E,E3,16709.0,5 years,0,90000.0,1,2014-08-01,0,784.0,33,14.57,0.0,665.0,669.0,18.0,0.0,0.0,35735.0,67.7,30.0,1,0,Mar-1999,0.0,1.0,0.0,8.0,13.0,13.0,9.0,10.0,10.0,16.0,19.0,13.0,18.0,0.0,0.0,0.0,6.0
800606,12000.0,3,12.99,404.27,C,C1,230754.0,< 1 year,1,86004.0,1,2011-05-01,0,36.0,13,7.76,0.0,695.0,699.0,7.0,0.0,0.0,3534.0,55.2,25.0,1,0,Oct-1997,340.0,1.0,,,,,,,,,,,,,,,
800607,6400.0,3,11.47,210.96,B,B5,199.0,1 year,0,35000.0,1,2016-03-01,0,540.0,13,17.25,0.0,695.0,699.0,18.0,0.0,0.0,14654.0,47.9,21.0,0,0,Feb-2006,0.0,1.0,0.0,3.0,6.0,6.0,6.0,7.0,2.0,17.0,19.0,6.0,18.0,0.0,0.0,0.0,5.0
800608,35000.0,3,19.99,1300.55,D,D4,2441.0,2 years,1,97200.0,1,2016-06-01,0,260.0,21,20.84,0.0,740.0,744.0,11.0,0.0,0.0,7994.0,33.9,24.0,0,0,Aug-2007,0.0,1.0,0.0,2.0,2.0,2.0,7.0,8.0,9.0,7.0,13.0,2.0,11.0,0.0,0.0,0.0,2.0
